geography_code,Borough,sum_2021
E01000006,Barking and Dagenham,94
E01000007,Barking and Dagenham,512
E01000008,Barking and Dagenham,225
E01000009,Barking and Dagenham,299
E01000010,Barking and Dagenham,1329
E01000011,Barking and Dagenham,112
E01000012,Barking and Dagenham,142
E01000013,Barking and Dagenham,263
E01000014,Barking and Dagenham,100
E01000015,Barking and Dagenham,147
E01000016,Barking and Dagenham,106
E01000017,Barking and Dagenham,104
E01000018,Barking and Dagenham,113
E01000019,Barking and Dagenham,86
E01000020,Barking and Dagenham,81
E01000021,Barking and Dagenham,129
E01000022,Barking and Dagenham,68
E01000023,Barking and Dagenham,246
E01000024,Barking and Dagenham,57
E01000025,Barking and Dagenham,116
E01000027,Barking and Dagenham,161
E01000028,Barking and Dagenham,123
E01000029,Barking and Dagenham,103
E01000030,Barking and Dagenham,237
E01000031,Barking and Dagenham,143
E01000032,Barking and Dagenham,216
E01000033,Barking and Dagenham,96
E01000034,Barking and Dagenham,118
E01000035,Barking and Dagenham,210
E01000036,Barking and Dagenham,136
E01000037,Barking and Dagenham,94
E01000038,Barking and Dagenham,60
E01000039,Barking and Dagenham,87
E01000040,Barking and Dagenham,122
E01000041,Barking and Dagenham,82
E01000042,Barking and Dagenham,120
E01000043,Barking and Dagenham,85
E01000044,Barking and Dagenham,132
E01000045,Barking and Dagenham,243
E01000046,Barking and Dagenham,97
E01000048,Barking and Dagenham,30
E01000049,Barking and Dagenham,224
E01000050,Barking and Dagenham,119
E01000051,Barking and Dagenham,56
E01000052,Barking and Dagenham,130
E01000053,Barking and Dagenham,140
E01000054,Barking and Dagenham,96
E01000055,Barking and Dagenham,105
E01000056,Barking and Dagenham,214
E01000057,Barking and Dagenham,156
E01000058,Barking and Dagenham,142
E01000059,Barking and Dagenham,86
E01000060,Barking and Dagenham,279
E01000061,Barking and Dagenham,225
E01000062,Barking and Dagenham,151
E01000063,Barking and Dagenham,94
E01000064,Barking and Dagenham,203
E01000065,Barking and Dagenham,111
E01000066,Barking and Dagenham,109
E01000067,Barking and Dagenham,127
E01000068,Barking and Dagenham,111
E01000069,Barking and Dagenham,85
E01000070,Barking and Dagenham,246
E01000071,Barking and Dagenham,183
E01000072,Barking and Dagenham,200
E01000073,Barking and Dagenham,116
E01000074,Barking and Dagenham,101
E01000075,Barking and Dagenham,161
E01000076,Barking and Dagenham,102
E01000077,Barking and Dagenham,122
E01000078,Barking and Dagenham,139
E01000079,Barking and Dagenham,113
E01000080,Barking and Dagenham,130
E01000081,Barking and Dagenham,89
E01000082,Barking and Dagenham,173
E01000083,Barking and Dagenham,108
E01000084,Barking and Dagenham,174
E01000085,Barking and Dagenham,133
E01000086,Barking and Dagenham,92
E01000087,Barking and Dagenham,216
E01000088,Barking and Dagenham,156
E01000089,Barking and Dagenham,140
E01000090,Barking and Dagenham,153
E01000091,Barking and Dagenham,163
E01000092,Barking and Dagenham,498
E01000093,Barking and Dagenham,183
E01000094,Barking and Dagenham,111
E01000095,Barking and Dagenham,435
E01000096,Barking and Dagenham,171
E01000097,Barking and Dagenham,130
E01000098,Barking and Dagenham,205
E01000099,Barking and Dagenham,128
E01000100,Barking and Dagenham,106
E01000101,Barking and Dagenham,115
E01000102,Barking and Dagenham,123
E01000103,Barking and Dagenham,114
E01000104,Barking and Dagenham,150
E01000105,Barking and Dagenham,289
E01000106,Barking and Dagenham,210
E01000107,Barking and Dagenham,74
E01000108,Barking and Dagenham,171
E01000109,Barking and Dagenham,164
E01000110,Barking and Dagenham,66
E01000111,Barking and Dagenham,220
E01000112,Barking and Dagenham,181
E01000113,Barking and Dagenham,154
E01000114,Barking and Dagenham,220
E01000115,Barnet,67
E01000116,Barnet,92
E01000117,Barnet,136
E01000118,Barnet,69
E01000119,Barnet,54
E01000120,Barnet,48
E01000121,Barnet,61
E01000122,Barnet,48
E01000123,Barnet,109
E01000124,Barnet,263
E01000125,Barnet,408
E01000126,Barnet,138
E01000127,Barnet,108
E01000128,Barnet,114
E01000129,Barnet,300
E01000130,Barnet,99
E01000131,Barnet,131
E01000132,Barnet,82
E01000133,Barnet,93
E01000134,Barnet,83
E01000135,Barnet,87
E01000136,Barnet,75
E01000137,Barnet,118
E01000138,Barnet,98
E01000139,Barnet,69
E01000140,Barnet,135
E01000141,Barnet,448
E01000142,Barnet,113
E01000143,Barnet,167
E01000144,Barnet,163
E01000145,Barnet,101
E01000146,Barnet,403
E01000147,Barnet,66
E01000148,Barnet,217
E01000150,Barnet,300
E01000151,Barnet,196
E01000152,Barnet,137
E01000153,Barnet,110
E01000154,Barnet,143
E01000155,Barnet,348
E01000156,Barnet,80
E01000157,Barnet,39
E01000158,Barnet,98
E01000159,Barnet,116
E01000160,Barnet,185
E01000161,Barnet,136
E01000162,Barnet,148
E01000163,Barnet,162
E01000164,Barnet,235
E01000165,Barnet,61
E01000166,Barnet,72
E01000167,Barnet,88
E01000168,Barnet,58
E01000169,Barnet,73
E01000170,Barnet,159
E01000171,Barnet,281
E01000172,Barnet,55
E01000173,Barnet,62
E01000174,Barnet,202
E01000175,Barnet,59
E01000176,Barnet,92
E01000177,Barnet,82
E01000178,Barnet,91
E01000179,Barnet,71
E01000180,Barnet,64
E01000181,Barnet,135
E01000182,Barnet,118
E01000183,Barnet,56
E01000184,Barnet,126
E01000185,Barnet,92
E01000186,Barnet,46
E01000187,Barnet,54
E01000188,Barnet,110
E01000189,Barnet,129
E01000190,Barnet,79
E01000191,Barnet,58
E01000192,Barnet,212
E01000193,Barnet,372
E01000194,Barnet,220
E01000195,Barnet,207
E01000196,Barnet,208
E01000197,Barnet,90
E01000198,Barnet,114
E01000199,Barnet,68
E01000200,Barnet,68
E01000201,Barnet,69
E01000202,Barnet,72
E01000203,Barnet,146
E01000204,Barnet,84
E01000205,Barnet,84
E01000206,Barnet,123
E01000207,Barnet,91
E01000208,Barnet,88
E01000209,Barnet,79
E01000210,Barnet,67
E01000211,Barnet,219
E01000212,Barnet,81
E01000213,Barnet,59
E01000214,Barnet,118
E01000215,Barnet,86
E01000216,Barnet,87
E01000217,Barnet,69
E01000218,Barnet,130
E01000219,Barnet,146
E01000220,Barnet,94
E01000221,Barnet,320
E01000222,Barnet,111
E01000223,Barnet,249
E01000224,Barnet,74
E01000225,Barnet,59
E01000226,Barnet,99
E01000227,Barnet,63
E01000228,Barnet,99
E01000229,Barnet,56
E01000230,Barnet,61
E01000231,Barnet,93
E01000232,Barnet,101
E01000233,Barnet,136
E01000234,Barnet,81
E01000235,Barnet,116
E01000236,Barnet,79
E01000237,Barnet,204
E01000238,Barnet,113
E01000239,Barnet,125
E01000240,Barnet,103
E01000241,Barnet,108
E01000242,Barnet,74
E01000243,Barnet,177
E01000244,Barnet,161
E01000245,Barnet,234
E01000246,Barnet,41
E01000247,Barnet,91
E01000248,Barnet,128
E01000249,Barnet,45
E01000250,Barnet,254
E01000251,Barnet,229
E01000252,Barnet,82
E01000253,Barnet,84
E01000254,Barnet,57
E01000255,Barnet,112
E01000256,Barnet,72
E01000257,Barnet,173
E01000258,Barnet,173
E01000259,Barnet,113
E01000260,Barnet,122
E01000261,Barnet,41
E01000262,Barnet,130
E01000263,Barnet,52
E01000264,Barnet,257
E01000265,Barnet,73
E01000266,Barnet,51
E01000267,Barnet,52
E01000268,Barnet,255
E01000269,Barnet,56
E01000270,Barnet,50
E01000271,Barnet,111
E01000272,Barnet,55
E01000273,Barnet,116
E01000274,Barnet,101
E01000275,Barnet,47
E01000276,Barnet,34
E01000277,Barnet,61
E01000278,Barnet,43
E01000279,Barnet,48
E01000280,Barnet,48
E01000281,Barnet,150
E01000282,Barnet,77
E01000283,Barnet,41
E01000284,Barnet,73
E01000285,Barnet,49
E01000286,Barnet,83
E01000287,Barnet,60
E01000288,Barnet,52
E01000289,Barnet,121
E01000290,Barnet,94
E01000291,Barnet,74
E01000292,Barnet,86
E01000293,Barnet,73
E01000294,Barnet,171
E01000295,Barnet,108
E01000296,Barnet,213
E01000297,Barnet,59
E01000298,Barnet,154
E01000299,Barnet,190
E01000300,Barnet,59
E01000301,Barnet,44
E01000302,Barnet,112
E01000303,Barnet,41
E01000304,Barnet,75
E01000305,Barnet,225
E01000306,Barnet,46
E01000307,Barnet,801
E01000308,Barnet,87
E01000309,Barnet,76
E01000310,Barnet,252
E01000311,Barnet,117
E01000312,Barnet,162
E01000313,Barnet,146
E01000314,Barnet,163
E01000315,Barnet,97
E01000316,Barnet,265
E01000317,Barnet,80
E01000318,Barnet,86
E01000319,Barnet,58
E01000320,Barnet,60
E01000321,Barnet,124
E01000322,Barnet,107
E01000323,Barnet,326
E01000324,Barnet,79
E01000325,Bexley,55
E01000326,Bexley,57
E01000327,Bexley,46
E01000328,Bexley,70
E01000329,Bexley,66
E01000330,Bexley,234
E01000331,Bexley,124
E01000332,Bexley,64
E01000333,Bexley,162
E01000334,Bexley,63
E01000335,Bexley,301
E01000336,Bexley,206
E01000337,Bexley,88
E01000338,Bexley,80
E01000339,Bexley,53
E01000340,Bexley,31
E01000341,Bexley,41
E01000342,Bexley,33
E01000343,Bexley,74
E01000344,Bexley,67
E01000345,Bexley,31
E01000346,Bexley,36
E01000347,Bexley,58
E01000348,Bexley,28
E01000349,Bexley,48
E01000350,Bexley,48
E01000351,Bexley,45
E01000352,Bexley,201
E01000353,Bexley,37
E01000354,Bexley,52
E01000355,Bexley,27
E01000356,Bexley,64
E01000357,Bexley,22
E01000358,Bexley,65
E01000359,Bexley,41
E01000360,Bexley,406
E01000361,Bexley,32
E01000362,Bexley,525
E01000363,Bexley,49
E01000364,Bexley,55
E01000365,Bexley,109
E01000366,Bexley,57
E01000367,Bexley,111
E01000368,Bexley,82
E01000369,Bexley,53
E01000370,Bexley,56
E01000371,Bexley,51
E01000372,Bexley,111
E01000373,Bexley,82
E01000374,Bexley,108
E01000375,Bexley,108
E01000376,Bexley,60
E01000377,Bexley,108
E01000378,Bexley,444
E01000379,Bexley,76
E01000380,Bexley,103
E01000381,Bexley,95
E01000382,Bexley,38
E01000383,Bexley,82
E01000384,Bexley,55
E01000385,Bexley,161
E01000386,Bexley,180
E01000387,Bexley,44
E01000388,Bexley,44
E01000389,Bexley,80
E01000390,Bexley,58
E01000391,Bexley,67
E01000392,Bexley,180
E01000393,Bexley,69
E01000394,Bexley,80
E01000395,Bexley,44
E01000396,Bexley,27
E01000398,Bexley,47
E01000399,Bexley,62
E01000400,Bexley,59
E01000401,Bexley,90
E01000402,Bexley,109
E01000403,Bexley,551
E01000404,Bexley,251
E01000405,Bexley,111
E01000406,Bexley,121
E01000407,Bexley,80
E01000408,Bexley,176
E01000409,Bexley,20
E01000410,Bexley,79
E01000411,Bexley,42
E01000412,Bexley,78
E01000413,Bexley,104
E01000414,Bexley,196
E01000415,Bexley,36
E01000416,Bexley,216
E01000417,Bexley,105
E01000418,Bexley,68
E01000419,Bexley,47
E01000420,Bexley,39
E01000421,Bexley,21
E01000422,Bexley,115
E01000423,Bexley,31
E01000424,Bexley,54
E01000425,Bexley,20
E01000426,Bexley,48
E01000427,Bexley,80
E01000428,Bexley,180
E01000429,Bexley,215
E01000430,Bexley,140
E01000431,Bexley,121
E01000432,Bexley,192
E01000433,Bexley,220
E01000434,Bexley,118
E01000435,Bexley,163
E01000436,Bexley,33
E01000437,Bexley,52
E01000438,Bexley,81
E01000439,Bexley,138
E01000440,Bexley,23
E01000441,Bexley,127
E01000442,Bexley,48
E01000443,Bexley,42
E01000444,Bexley,59
E01000445,Bexley,83
E01000446,Bexley,63
E01000447,Bexley,166
E01000448,Bexley,32
E01000449,Bexley,41
E01000450,Bexley,72
E01000451,Bexley,44
E01000452,Bexley,49
E01000453,Bexley,42
E01000454,Bexley,122
E01000455,Bexley,51
E01000456,Bexley,42
E01000457,Bexley,272
E01000458,Bexley,53
E01000459,Bexley,110
E01000460,Bexley,35
E01000461,Bexley,49
E01000462,Bexley,164
E01000463,Bexley,25
E01000464,Bexley,77
E01000465,Bexley,166
E01000466,Bexley,170
E01000467,Bexley,86
E01000468,Bexley,182
E01000469,Bexley,85
E01000470,Bexley,125
E01000471,Brent,47
E01000472,Brent,205
E01000473,Brent,205
E01000474,Brent,65
E01000475,Brent,215
E01000476,Brent,90
E01000477,Brent,123
E01000478,Brent,99
E01000479,Brent,77
E01000480,Brent,69
E01000481,Brent,110
E01000482,Brent,416
E01000483,Brent,178
E01000484,Brent,119
E01000485,Brent,61
E01000486,Brent,55
E01000487,Brent,133
E01000488,Brent,87
E01000489,Brent,109
E01000490,Brent,237
E01000491,Brent,129
E01000492,Brent,72
E01000493,Brent,63
E01000494,Brent,88
E01000495,Brent,136
E01000497,Brent,212
E01000498,Brent,109
E01000499,Brent,172
E01000501,Brent,104
E01000502,Brent,136
E01000503,Brent,115
E01000504,Brent,125
E01000505,Brent,78
E01000506,Brent,191
E01000507,Brent,122
E01000508,Brent,302
E01000509,Brent,114
E01000510,Brent,334
E01000511,Brent,115
E01000512,Brent,131
E01000513,Brent,81
E01000514,Brent,63
E01000515,Brent,161
E01000516,Brent,157
E01000517,Brent,104
E01000518,Brent,99
E01000519,Brent,101
E01000520,Brent,109
E01000521,Brent,285
E01000522,Brent,99
E01000523,Brent,269
E01000524,Brent,496
E01000525,Brent,147
E01000526,Brent,253
E01000527,Brent,170
E01000528,Brent,150
E01000530,Brent,80
E01000531,Brent,178
E01000532,Brent,143
E01000533,Brent,269
E01000534,Brent,87
E01000535,Brent,167
E01000536,Brent,105
E01000538,Brent,70
E01000539,Brent,56
E01000540,Brent,43
E01000541,Brent,101
E01000543,Brent,141
E01000544,Brent,100
E01000545,Brent,236
E01000546,Brent,183
E01000547,Brent,95
E01000548,Brent,291
E01000549,Brent,101
E01000550,Brent,206
E01000551,Brent,156
E01000552,Brent,67
E01000553,Brent,223
E01000554,Brent,121
E01000555,Brent,104
E01000556,Brent,268
E01000557,Brent,148
E01000558,Brent,132
E01000559,Brent,126
E01000560,Brent,112
E01000561,Brent,129
E01000562,Brent,49
E01000563,Brent,60
E01000564,Brent,119
E01000565,Brent,92
E01000566,Brent,53
E01000567,Brent,62
E01000568,Brent,378
E01000569,Brent,66
E01000570,Brent,87
E01000571,Brent,144
E01000572,Brent,50
E01000573,Brent,53
E01000574,Brent,46
E01000575,Brent,126
E01000576,Brent,78
E01000577,Brent,165
E01000578,Brent,233
E01000579,Brent,98
E01000580,Brent,232
E01000581,Brent,93
E01000582,Brent,124
E01000583,Brent,166
E01000584,Brent,68
E01000585,Brent,57
E01000586,Brent,370
E01000587,Brent,68
E01000588,Brent,442
E01000589,Brent,138
E01000590,Brent,64
E01000591,Brent,183
E01000592,Brent,103
E01000593,Brent,90
E01000594,Brent,127
E01000595,Brent,134
E01000596,Brent,158
E01000599,Brent,110
E01000600,Brent,755
E01000601,Brent,629
E01000602,Brent,120
E01000603,Brent,121
E01000604,Brent,100
E01000605,Brent,117
E01000606,Brent,76
E01000607,Brent,83
E01000608,Brent,226
E01000609,Brent,98
E01000610,Brent,99
E01000611,Brent,73
E01000612,Brent,82
E01000613,Brent,66
E01000615,Brent,313
E01000616,Brent,87
E01000617,Brent,103
E01000618,Brent,58
E01000619,Brent,43
E01000620,Brent,79
E01000621,Brent,102
E01000622,Brent,98
E01000623,Brent,99
E01000624,Brent,59
E01000625,Brent,79
E01000626,Brent,137
E01000627,Brent,174
E01000628,Brent,333
E01000629,Brent,106
E01000630,Brent,264
E01000631,Brent,200
E01000632,Brent,145
E01000633,Brent,224
E01000634,Brent,114
E01000635,Brent,581
E01000636,Brent,156
E01000637,Brent,86
E01000638,Brent,170
E01000639,Brent,91
E01000640,Brent,211
E01000641,Brent,159
E01000642,Brent,312
E01000643,Brent,218
E01000644,Brent,153
E01000645,Bromley,51
E01000646,Bromley,90
E01000647,Bromley,60
E01000648,Bromley,124
E01000649,Bromley,58
E01000650,Bromley,51
E01000651,Bromley,79
E01000652,Bromley,47
E01000653,Bromley,57
E01000654,Bromley,37
E01000655,Bromley,60
E01000656,Bromley,54
E01000657,Bromley,128
E01000658,Bromley,50
E01000659,Bromley,46
E01000661,Bromley,245
E01000662,Bromley,98
E01000663,Bromley,93
E01000664,Bromley,68
E01000665,Bromley,102
E01000666,Bromley,86
E01000667,Bromley,77
E01000668,Bromley,163
E01000669,Bromley,91
E01000670,Bromley,107
E01000671,Bromley,172
E01000672,Bromley,101
E01000673,Bromley,86
E01000674,Bromley,129
E01000675,Bromley,1052
E01000676,Bromley,1224
E01000677,Bromley,474
E01000678,Bromley,84
E01000679,Bromley,66
E01000680,Bromley,60
E01000681,Bromley,29
E01000682,Bromley,49
E01000683,Bromley,44
E01000684,Bromley,29
E01000685,Bromley,62
E01000686,Bromley,30
E01000687,Bromley,62
E01000688,Bromley,40
E01000689,Bromley,65
E01000690,Bromley,54
E01000691,Bromley,58
E01000692,Bromley,108
E01000693,Bromley,133
E01000694,Bromley,62
E01000695,Bromley,50
E01000696,Bromley,88
E01000697,Bromley,58
E01000698,Bromley,56
E01000699,Bromley,122
E01000700,Bromley,77
E01000701,Bromley,51
E01000702,Bromley,44
E01000703,Bromley,137
E01000704,Bromley,87
E01000705,Bromley,83
E01000706,Bromley,81
E01000707,Bromley,37
E01000708,Bromley,67
E01000709,Bromley,68
E01000710,Bromley,112
E01000711,Bromley,121
E01000712,Bromley,95
E01000713,Bromley,96
E01000714,Bromley,345
E01000715,Bromley,61
E01000716,Bromley,48
E01000717,Bromley,64
E01000718,Bromley,117
E01000719,Bromley,379
E01000720,Bromley,264
E01000721,Bromley,224
E01000722,Bromley,329
E01000723,Bromley,33
E01000724,Bromley,143
E01000725,Bromley,150
E01000726,Bromley,64
E01000727,Bromley,169
E01000728,Bromley,242
E01000729,Bromley,277
E01000730,Bromley,196
E01000731,Bromley,60
E01000732,Bromley,51
E01000733,Bromley,85
E01000734,Bromley,40
E01000735,Bromley,123
E01000736,Bromley,79
E01000737,Bromley,131
E01000738,Bromley,126
E01000739,Bromley,151
E01000740,Bromley,323
E01000741,Bromley,134
E01000742,Bromley,167
E01000743,Bromley,199
E01000744,Bromley,156
E01000745,Bromley,141
E01000746,Bromley,105
E01000747,Bromley,131
E01000748,Bromley,69
E01000749,Bromley,89
E01000750,Bromley,85
E01000751,Bromley,158
E01000752,Bromley,56
E01000753,Bromley,28
E01000754,Bromley,71
E01000755,Bromley,19
E01000756,Bromley,132
E01000757,Bromley,26
E01000758,Bromley,29
E01000759,Bromley,43
E01000760,Bromley,66
E01000761,Bromley,53
E01000762,Bromley,48
E01000763,Bromley,40
E01000764,Bromley,85
E01000765,Bromley,121
E01000766,Bromley,46
E01000767,Bromley,56
E01000768,Bromley,41
E01000769,Bromley,343
E01000770,Bromley,74
E01000771,Bromley,91
E01000772,Bromley,41
E01000773,Bromley,37
E01000774,Bromley,91
E01000775,Bromley,141
E01000777,Bromley,63
E01000778,Bromley,140
E01000779,Bromley,115
E01000780,Bromley,100
E01000781,Bromley,85
E01000782,Bromley,171
E01000783,Bromley,75
E01000784,Bromley,41
E01000785,Bromley,101
E01000786,Bromley,94
E01000787,Bromley,72
E01000788,Bromley,91
E01000789,Bromley,183
E01000790,Bromley,433
E01000791,Bromley,46
E01000792,Bromley,88
E01000793,Bromley,30
E01000794,Bromley,28
E01000795,Bromley,51
E01000796,Bromley,145
E01000797,Bromley,174
E01000798,Bromley,159
E01000799,Bromley,301
E01000800,Bromley,158
E01000801,Bromley,107
E01000802,Bromley,91
E01000803,Bromley,95
E01000804,Bromley,70
E01000805,Bromley,107
E01000806,Bromley,164
E01000807,Bromley,109
E01000808,Bromley,26
E01000809,Bromley,29
E01000810,Bromley,42
E01000811,Bromley,42
E01000812,Bromley,71
E01000813,Bromley,62
E01000814,Bromley,38
E01000815,Bromley,34
E01000816,Bromley,79
E01000818,Bromley,47
E01000819,Bromley,173
E01000820,Bromley,184
E01000822,Bromley,93
E01000823,Bromley,124
E01000824,Bromley,133
E01000825,Bromley,99
E01000826,Bromley,31
E01000827,Bromley,55
E01000828,Bromley,78
E01000829,Bromley,46
E01000830,Bromley,49
E01000831,Bromley,40
E01000832,Bromley,34
E01000833,Bromley,42
E01000834,Bromley,39
E01000835,Bromley,218
E01000836,Bromley,23
E01000837,Bromley,54
E01000838,Bromley,58
E01000839,Bromley,37
E01000840,Bromley,48
E01000841,Bromley,40
E01000842,Camden,76
E01000843,Camden,84
E01000844,Camden,103
E01000845,Camden,168
E01000846,Camden,75
E01000847,Camden,129
E01000848,Camden,113
E01000849,Camden,98
E01000850,Camden,694
E01000851,Camden,348
E01000852,Camden,294
E01000853,Camden,252
E01000854,Camden,942
E01000855,Camden,761
E01000856,Camden,313
E01000857,Camden,111
E01000858,Camden,297
E01000859,Camden,179
E01000860,Camden,88
E01000861,Camden,294
E01000862,Camden,259
E01000863,Camden,1237
E01000864,Camden,101
E01000865,Camden,172
E01000866,Camden,142
E01000867,Camden,150
E01000868,Camden,100
E01000869,Camden,150
E01000870,Camden,164
E01000871,Camden,117
E01000872,Camden,190
E01000873,Camden,99
E01000874,Camden,47
E01000875,Camden,110
E01000876,Camden,135
E01000877,Camden,86
E01000878,Camden,61
E01000879,Camden,91
E01000880,Camden,57
E01000881,Camden,105
E01000882,Camden,83
E01000883,Camden,149
E01000884,Camden,61
E01000885,Camden,46
E01000886,Camden,82
E01000887,Camden,126
E01000888,Camden,129
E01000889,Camden,81
E01000890,Camden,92
E01000891,Camden,172
E01000892,Camden,126
E01000893,Camden,74
E01000894,Camden,83
E01000895,Camden,156
E01000896,Camden,89
E01000897,Camden,73
E01000898,Camden,380
E01000899,Camden,135
E01000900,Camden,150
E01000901,Camden,131
E01000902,Camden,100
E01000903,Camden,91
E01000904,Camden,287
E01000905,Camden,186
E01000906,Camden,140
E01000907,Camden,100
E01000908,Camden,86
E01000909,Camden,79
E01000910,Camden,91
E01000911,Camden,61
E01000912,Camden,176
E01000913,Camden,326
E01000914,Camden,977
E01000915,Camden,215
E01000916,Camden,351
E01000917,Camden,146
E01000918,Camden,750
E01000919,Camden,881
E01000920,Camden,219
E01000921,Camden,278
E01000922,Camden,275
E01000923,Camden,87
E01000924,Camden,85
E01000925,Camden,75
E01000926,Camden,103
E01000927,Camden,178
E01000928,Camden,243
E01000929,Camden,175
E01000930,Camden,411
E01000931,Camden,463
E01000932,Camden,107
E01000933,Camden,199
E01000934,Camden,79
E01000935,Camden,91
E01000936,Camden,130
E01000937,Camden,174
E01000938,Camden,350
E01000939,Camden,378
E01000940,Camden,91
E01000941,Camden,120
E01000942,Camden,249
E01000943,Camden,195
E01000944,Camden,105
E01000945,Camden,364
E01000946,Camden,299
E01000947,Camden,481
E01000948,Camden,168
E01000949,Camden,69
E01000950,Camden,89
E01000951,Camden,82
E01000952,Camden,114
E01000953,Camden,542
E01000954,Camden,91
E01000955,Camden,127
E01000956,Camden,352
E01000957,Camden,101
E01000958,Camden,396
E01000959,Camden,143
E01000960,Camden,233
E01000961,Camden,126
E01000962,Camden,57
E01000963,Camden,255
E01000964,Camden,74
E01000965,Camden,135
E01000966,Camden,62
E01000967,Camden,95
E01000968,Camden,111
E01000969,Camden,207
E01000970,Camden,69
E01000971,Camden,65
E01000972,Camden,263
E01000973,Camden,324
E01000974,Camden,169
E01000975,Croydon,146
E01000976,Croydon,247
E01000977,Croydon,154
E01000978,Croydon,114
E01000979,Croydon,130
E01000980,Croydon,82
E01000981,Croydon,102
E01000982,Croydon,94
E01000983,Croydon,126
E01000984,Croydon,110
E01000985,Croydon,88
E01000986,Croydon,121
E01000987,Croydon,61
E01000989,Croydon,52
E01000990,Croydon,134
E01000991,Croydon,56
E01000992,Croydon,164
E01000993,Croydon,101
E01000994,Croydon,102
E01000995,Croydon,120
E01000996,Croydon,35
E01000997,Croydon,74
E01000998,Croydon,138
E01000999,Croydon,63
E01001000,Croydon,146
E01001001,Croydon,137
E01001002,Croydon,53
E01001003,Croydon,69
E01001004,Croydon,154
E01001005,Croydon,144
E01001006,Croydon,225
E01001007,Croydon,90
E01001008,Croydon,168
E01001009,Croydon,147
E01001010,Croydon,263
E01001011,Croydon,325
E01001012,Croydon,303
E01001013,Croydon,754
E01001014,Croydon,1192
E01001015,Croydon,120
E01001016,Croydon,116
E01001017,Croydon,48
E01001018,Croydon,56
E01001019,Croydon,52
E01001020,Croydon,79
E01001021,Croydon,74
E01001022,Croydon,54
E01001023,Croydon,201
E01001024,Croydon,55
E01001025,Croydon,26
E01001026,Croydon,58
E01001027,Croydon,66
E01001028,Croydon,68
E01001029,Croydon,101
E01001030,Croydon,47
E01001031,Croydon,39
E01001032,Croydon,65
E01001033,Croydon,151
E01001034,Croydon,89
E01001035,Croydon,98
E01001036,Croydon,83
E01001037,Croydon,157
E01001038,Croydon,110
E01001039,Croydon,52
E01001040,Croydon,111
E01001041,Croydon,152
E01001042,Croydon,432
E01001043,Croydon,1065
E01001044,Croydon,86
E01001045,Croydon,952
E01001046,Croydon,61
E01001047,Croydon,150
E01001048,Croydon,804
E01001049,Croydon,75
E01001050,Croydon,55
E01001051,Croydon,96
E01001052,Croydon,90
E01001053,Croydon,94
E01001054,Croydon,126
E01001055,Croydon,88
E01001056,Croydon,95
E01001057,Croydon,134
E01001058,Croydon,27
E01001059,Croydon,60
E01001060,Croydon,62
E01001061,Croydon,90
E01001062,Croydon,127
E01001063,Croydon,91
E01001064,Croydon,156
E01001065,Croydon,159
E01001066,Croydon,80
E01001067,Croydon,41
E01001068,Croydon,84
E01001069,Croydon,34
E01001070,Croydon,79
E01001071,Croydon,60
E01001072,Croydon,61
E01001073,Croydon,86
E01001074,Croydon,112
E01001075,Croydon,68
E01001076,Croydon,314
E01001077,Croydon,49
E01001078,Croydon,144
E01001079,Croydon,140
E01001080,Croydon,131
E01001081,Croydon,130
E01001082,Croydon,101
E01001083,Croydon,55
E01001084,Croydon,112
E01001085,Croydon,135
E01001086,Croydon,78
E01001087,Croydon,305
E01001088,Croydon,76
E01001089,Croydon,215
E01001090,Croydon,142
E01001091,Croydon,111
E01001092,Croydon,87
E01001093,Croydon,62
E01001094,Croydon,68
E01001095,Croydon,99
E01001096,Croydon,47
E01001097,Croydon,480
E01001098,Croydon,62
E01001099,Croydon,62
E01001100,Croydon,35
E01001101,Croydon,25
E01001102,Croydon,59
E01001103,Croydon,54
E01001104,Croydon,49
E01001105,Croydon,58
E01001106,Croydon,92
E01001107,Croydon,50
E01001108,Croydon,42
E01001109,Croydon,237
E01001110,Croydon,215
E01001111,Croydon,178
E01001112,Croydon,132
E01001113,Croydon,150
E01001114,Croydon,142
E01001115,Croydon,208
E01001116,Croydon,196
E01001117,Croydon,274
E01001118,Croydon,387
E01001119,Croydon,19
E01001120,Croydon,59
E01001121,Croydon,18
E01001122,Croydon,64
E01001123,Croydon,28
E01001124,Croydon,28
E01001125,Croydon,102
E01001126,Croydon,28
E01001127,Croydon,82
E01001128,Croydon,105
E01001129,Croydon,43
E01001130,Croydon,95
E01001131,Croydon,64
E01001132,Croydon,100
E01001133,Croydon,50
E01001134,Croydon,47
E01001135,Croydon,93
E01001136,Croydon,271
E01001137,Croydon,165
E01001138,Croydon,75
E01001139,Croydon,99
E01001140,Croydon,71
E01001141,Croydon,69
E01001142,Croydon,126
E01001143,Croydon,116
E01001144,Croydon,128
E01001145,Croydon,245
E01001146,Croydon,91
E01001147,Croydon,130
E01001148,Croydon,116
E01001149,Croydon,111
E01001150,Croydon,123
E01001151,Croydon,143
E01001152,Croydon,211
E01001153,Croydon,105
E01001154,Croydon,211
E01001155,Croydon,358
E01001156,Croydon,90
E01001157,Croydon,130
E01001158,Croydon,80
E01001159,Croydon,104
E01001160,Croydon,156
E01001161,Croydon,118
E01001162,Croydon,114
E01001163,Croydon,122
E01001164,Croydon,202
E01001165,Croydon,108
E01001166,Croydon,161
E01001167,Croydon,275
